id	rank	doi	docType	title	originalTitle	bookTitle	year	date	publisher	journal	conferenceSeries	conferenceInstance	volume	issue	firstPage	lastPage	references	citations	estimatedCitations	createdAt
2564774406	21179	10.1016/j.jcis.2016.12.045	Journal	influence of hydrophobicity distribution of particle mixtures on emulsion stabilization	Influence of hydrophobicity distribution of particle mixtures on emulsion stabilization		2017	2017-01-04	Academic Press	204609040			491		179	189	71	2	2	2017-01-06
2564774412	24111	10.18620/ctt-1866-8836-2016-5-3-54-56		risk adapted graft versus host disease prophylaxis with post transplantation cyclophosphamide in related unrelated and haploidentical stem cell transplantations	Risk-adapted graft-versus-host disease prophylaxis with post-transplantation cyclophosphamide in related, unrelated and haploidentical stem cell transplantations		2016	2016-09-30					5	3	54	56	0	0	0	2017-01-06
2564774418	24054	10.4064/cm141-1-4	Journal	some identities involving differences of products of generalized fibonacci numbers	Some identities involving differences of products of generalized Fibonacci numbers		2015	2015-01-01	Instytut Matematyczny Polskiej Akademii Nauk	111346810			141	1	45	49	2	0	0	2017-01-06
2564774429	25258		Patent	haltevorrichtung fuer schilder insbesondere verkehrsschilder	Haltevorrichtung fuer Schilder insbesondere Verkehrsschilder		1969	1969-06-19									0	1	1	2017-01-06
2564774430	25082			a guideline to implement the process management of moprosoft	A guideline to implement the "process management" of MoProSoft		2010	2010-11-01	Universidad Autónoma de Aguascalientes								0	0	0	2017-01-06
2564774433	24445			1876년 朝日修好條規의 체결과 조선의 국제법적 지위	1876년 朝日修好條規의 체결과 조선의 국제법적 지위		2016	2016-09-01					78		7	42	0	0	0	2017-01-06
2564774446	20804	10.1103/PhysRevB.92.245308	Journal	optical properties of surfaces with supercellab initiocalculations local field effects	Optical properties of surfaces with supercellab initiocalculations: Local-field effects		2015	2015-12-23		6791298			92	24			0	2	2	2017-01-06
2564774458	25378	10.21479/kaft.2007.15.2.247	Journal	developing and evaluating an enrich based relationship enrichment program for newly married couples	Developing and Evaluating an ENRICH-based Relationship Enrichment Program for Newly Married Couples		2007	2007-01-12		2764780376			15	2	247	276	0	0	0	2017-01-06
2564774459	29892			aktualne zagadnienia poszukiwan zloz berylu	Aktualne zagadnienia poszukiwań złóż berylu		1963	1963-01-01					11	2	107		0	0	0	2017-01-06
2564774465	29971	10.1080/05775132.1960.11469179	Journal	south of the mason dixon	South of the Mason-Dixon		1960	1960-01-11		36920730			9	2	4	8	0	0	0	2017-01-06
2564774474	24094			results exam 151216	Results exam 151216		2016	2016-12-22									0	0	0	2017-01-06
2564774475	21672	10.1007/s10971-016-4288-5	Journal	effect of ca doping on the electrical properties of la0 2nd0 47sr0 33mno3 ceramics prepared by sol gel technique	Effect of Ca-doping on the electrical properties of La0.2Nd0.47Sr0.33MnO3 ceramics prepared by sol-gel technique		2017	2017-04-01	Springer US	146449914			82	1	177	183	27	3	3	2017-01-06
2564774497	21544	10.1186/s13660-016-1266-y	Journal	boundedness and compactness of a class of hardy type operators	Boundedness and compactness of a class of Hardy type operators		2016	2016-01-12	Springer International Publishing	51920167			2016	1	324		10	1	1	2017-01-06
2564774504	21295	10.1186/s13756-016-0156-x	Journal	carriage of esbl ampc producing or ciprofloxacin non susceptible escherichia coli and klebsiella spp in healthy people in norway	Carriage of ESBL/AmpC-producing or ciprofloxacin non-susceptible Escherichia coli and Klebsiella spp. in healthy people in Norway		2016	2016-01-12	BioMed Central	2737606590			5	1	57		32	3	3	2017-01-06
2564774510	24966			평생교육 삼두체제의 기원	평생교육 삼두체제의 기원		2009	2009-12-30	중앙대학교 한국인적자원개발전략연구소				4	3	95	128	0	0	0	2017-01-06
2564774516	24468			an analysis of bonus share issues carried out by maltese listed companies	An analysis of bonus share issues carried out by Maltese listed companies		2016	2016-01-01	University of Malta								0	0	0	2017-01-06
2564774517	24570			pengaruh gender diversity managerial ownership family ownership leverage dan profitabilitas terhadap kinerja perusahaan manufaktur yang terdaftar di bursa efek indonesia periode 2009 2013	PENGARUH GENDER DIVERSITY, MANAGERIAL OWNERSHIP, FAMILY OWNERSHIP, LEVERAGE, DAN PROFITABILITAS TERHADAP KINERJA PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE 2009-2013		2015	2015-04-22									0	0	0	2017-01-06
2564774520	25048		Patent	bauelement zum aufbau von rangierverteilern	BAUELEMENT ZUM AUFBAU VON RANGIERVERTEILERN		1974	1974-09-05									2	1	1	2017-01-06
2564774534	24333		Patent	trifluormethyltriazine und ihre verwendung	TRIFLUORMETHYLTRIAZINE UND IHRE VERWENDUNG		1976	1976-01-15									0	1	1	2017-01-06
2564774535	24877		Patent	intelligent mobile agent based unstructured p2p network load balancing method and system	Intelligent mobile agent-based unstructured P2P network load balancing method and system		2012	2012-07-29									0	0	0	2017-01-06
2564774542	24475		Patent	exhaust arrangements for marine propulsion devices	Exhaust arrangements for marine propulsion devices		2014	2014-10-23									12	0	0	2017-01-06
2564774544	27235			altitudinal effects on domestic rearing of oak tasar antheraea proylei j silkworms in western himalayas	Altitudinal effects on domestic rearing of oak tasar Antheraea proylei J. silkworms in western Himalayas		1985	1985-01-01									0	0	0	2017-01-06
2564774546	24468			kinerja pegawai melalui pilar pembangunan akhlak dan moral	KINERJA PEGAWAI MELALUI PILAR PEMBANGUNAN AKHLAK DAN MORAL		2016	2016-10-24					13	3	268	273	0	0	0	2017-01-06
2564774559	20943	10.1063/1.4973285	Journal	pressure induced structural magnetic and transport transitions in sr2feo3 from first principles	Pressure-induced structural, magnetic and transport transitions in Sr2FeO3 from first-principles		2017	2017-05-01	AIP Publishing LLC	189917590			7	5	055703		17	0	0	2017-01-06
2564774561	24366			desempeno del tutor de medicina en una universidad publica	Desempeño del tutor de medicina en una universidad pública		2016	2016-01-01	Centro de Estudios e Investigación para el Desarrollo Docente A.C.				7	13	55	68	0	0	0	2017-01-06
2564774562	22018			isis and the intimate kill	ISIS and the Intimate Kill		2014	2014-11-17	The Atlantic Monthly Group								0	1	1	2017-01-06
2564774563	25082	10.7591/9780801460067-007	BookChapter	5 eye contact surveillance perversion and the last days of the gdr	5. Eye Contact: Surveillance, Perversion, and the Last Days of the GDR	Legal Tender: Love and Legitimacy in the East German Cultural Imagination	2010	2010-01-19	Cornell University Press								0	0	0	2017-01-06
2564774567	24146	10.1345/aph.1M651	Journal	drugs in use clinical case studies for pharmacists 4th edition	Drugs in Use: Clinical Case Studies for Pharmacists, 4th Edition		2010	2010-01-02	SAGE PublicationsSage CA: Los Angeles, CA	113426163			44	2	397	398	0	0	0	2017-01-06
2564774569	24468		Patent	real time focus feedback for mobile phone images using barcode synchronization elements	REAL-TIME FOCUS FEEDBACK FOR MOBILE PHONE IMAGES USING BARCODE SYNCHRONIZATION ELEMENTS		2016	2016-12-08									0	0	0	2017-01-06
2564774570	22860			a profile based recommendation system for tv anytime annotated content	A profile based recommendation system for TV-anytime annotated content		2007	2007-01-01							104		2	1	1	2017-01-06
2564774571	24456	10.21295/2223-5639-2016-5-129-141	Journal	regional investment strategy development problems	REGIONAL INVESTMENT STRATEGY DEVELOPMENT PROBLEMS		2016	2016-01-01		2764756672				5	129	141	0	0	0	2017-01-06
2564774572	22677			damping capacity of fly ash based geopolymer	Damping capacity of fly ash-based geopolymer		2013	2013-01-01	Springer						3128	3137	11	1	1	2017-01-06
2564774573	24465			profil kesalahan dalam mengerjakan soal cerita operasi hitung campuran pada siswa kelas ii sdn tumpang 03 kecamatan tumpang kabupaten malang deby natalia marten	Profil kesalahan dalam mengerjakan soal cerita operasi hitung campuran pada siswa kelas II SDN Tumpang 03 Kecamatan Tumpang Kabupaten Malang / Deby Natalia Marten		2016	2016-08-30	Universitas Negeri Malang. Program Studi Pendidikan Guru Sekolah Dasar								0	0	0	2017-01-06
2564774585	24236	10.15820/khjss.2016.43.3.006	Journal	the role of state to prevent the abuse of power with promoting social solidarity and avoiding political conflict	The Role of State to Prevent the Abuse of Power with Promoting Social Solidarity and Avoiding Political Conflict		2016	2016-01-12		54870544			42	3	141	162	0	0	0	2017-01-06
2564774587	21227			making and evaluating energy use changes in the dairy barn	Making and Evaluating Energy Use Changes in the Dairy Barn		2015	2015-01-01									4	0	0	2017-01-06
2564774591	23043	10.4135/9781483399799.n6	BookChapter	managing the planning process	Managing the Planning Process	Business Planning and Market Strategy	2015	2015-01-01	SAGE Publications, Ltd						74	86	0	1	1	2017-01-06
2564774592	21204	10.1084/jem.21012OIA55	Journal	the histone demethylase lsd1 kdm1a promotes the dna damage response	The histone demethylase LSD1/KDM1A promotes the DNA damage response		2013	2013-11-18	Rockefeller University Press	22947807			210	12			1	0	0	2017-01-06
2564774598	27720	10.2307/967570	Journal	california catholicity queen of the missions a documentary history of santa barbara	California Catholicity@@@Queen of the Missions: A Documentary History of Santa Barbara		1980	1980-01-07		21578668			11	3	338		0	0	0	2017-01-06
2564774600	23648	10.5032/jae.2017.02143	Journal	supervised agricultural experience instruction in agricultural teacher education a national descriptive study	Supervised agricultural experience instruction in agricultural teacher education: A national descriptive study		2017	2017-06-30	American Association for Agricultural Education. P.O. Box 7607, Department of Agricultural and Extension Education, Raleigh, NC 27695. Web site: http://www.aaaeonline.org	114852576			58	2	143	165	0	0	0	2017-01-06
2564774603	22817	10.1007/978-3-319-41097-5	Book	dynamic and seamless integration of production logistics and traffic fundamentals of interdisciplinary decision support	Dynamic and Seamless Integration of Production, Logistics and Traffic: Fundamentals of Interdisciplinary Decision Support	Dynamic and Seamless Integration of Production, Logistics and Traffic	2017	2017-01-01	Springer International Publishing								0	0	0	2017-01-06
2564774613	22832	10.1128/microbe.11.262.1	Journal	the ocean microbiome metabolic engine of the marine carbon cycle	The Ocean Microbiome: Metabolic Engine of the Marine Carbon Cycle		2016	2016-06-01	American Society of Microbiology	2765024722			11	6	262	267	8	1	1	2017-01-06
2564774614	26822			丙烯酸 β 羟丙酯存在下无皂白交联型聚苯乙烯胶乳的合成与表征	丙烯酸-β-羟丙酯存在下无皂白交联型聚苯乙烯胶乳的合成与表征		1993	1993-09-24					14	9	1312	1316	0	0	0	2017-01-06
2564774616	23937	10.15826/recon.2017.3.1.008	Journal	conceptual foundations of transition to the non linear models of higher education in the region	Conceptual foundations of transition to the non-linear models of higher education in the region		2016	2016-01-12	Centre for Economic Security, Institute of Economics of Ural Branch of Russian Academy of Sciences	2764653802			3	1	1157	1166	0	0	0	2017-01-06
2564774617	23875	10.1016/j.ijid.2016.11.055	Journal	host symbionts interactions between bats and coronaviruses	Host-symbionts interactions between bats and coronaviruses		2016	2016-01-12	Elsevier	35071406			53		20		0	0	0	2017-01-06
2564774620	25418	10.3138/cbmh.23.2.566	Journal	drinking occasions comparative perspectives on alcohol and culture dwight b heathdrinking occasions comparative perspectives on alcohol and culture dwight b heath philadelphia brunner mazel 2000 xv 240 p us 49 95	Drinking Occasions: Comparative Perspectives on Alcohol and Culture Dwight B. HeathDrinking Occasions: Comparative Perspectives on Alcohol and Culture Dwight B. Heath Philadelphia: Brunner/Mazel, 2000, xv + 240 p., US$49.95		2006	2006-01-10	University of Toronto Press	2764816710			23	2	566	568	0	0	0	2017-01-06
2564774622	24468	10.3241/84103		pubblici poteri e responsabilità nel sistema dei fondi paritetici per la formazione continua	Pubblici poteri e responsabilità nel sistema dei fondi paritetici per la formazione continua		2016	2016-01-01	Società editrice il Mulino					3	493	512	0	0	0	2017-01-06
2564774623	26515			mtdna d loop領域多型にもとづく天然マダイと養殖マダイの変異レベルの比較	mtDNA D‐loop領域多型にもとづく天然マダイと養殖マダイの変異レベルの比較		1996	1996-01-01					1996		82		0	0	0	2017-01-06
2564774624	20924	10.1021/acsami.6b14375	Journal	doping versatile n type organic semiconductors via room temperature solution processable anionic dopants	Doping Versatile n-Type Organic Semiconductors via Room Temperature Solution-Processable Anionic Dopants		2017	2017-01-11	American Chemical Society	164001016			9	1	1144		41	9	9	2017-01-06
2564774627	24266	10.1093/em/caw078	Journal	new light on jean philippe rameau s biography revealed by revisions to his father s will	New light on Jean-Philippe Rameau’s biography revealed by revisions to his father’s will		2016	2016-12-29	Oxford University Press	72617860			44	4	539	551	0	0	0	2017-01-06
2564774634	30679	10.1016/S0002-9378(16)42365-3	Journal	placenta accreta with hysterectomy	Placenta Accreta with Hysterectomy		1930	1930-01-07	Elsevier	122347013			20	1	110	113	0	0	0	2017-01-06
2564774635	25559		Patent	temperaturkompensationssystem zum regeln der durchflussmenge in einer pumpenleitung	TEMPERATURKOMPENSATIONSSYSTEM ZUM REGELN DER DURCHFLUSSMENGE IN EINER PUMPENLEITUNG		2005	2005-02-24									0	0	0	2017-01-06
2564774636	26719			statistical estimation compared analitical with measured dynamic characteristics of floor structures	Statistical Estimation Compared Analitical with Measured Dynamic Characteristics of Floor Structures		1994	1994-07-25	Architectural Institute of Japan				1994		1849	1850	0	0	0	2017-01-06
2564774654	30282	10.1080/00098655.1955.11476398	Journal	attention mr businessman student spellers outrank employers in contest arranged by local civic club	Attention, Mr. Businessman!: Student Spellers Outrank Employers in Contest Arranged by Local Civic Club		1955	1955-01-12		9973004			30	4	212	214	0	0	0	2017-01-06
2564774671	25972			a teaching practices of japanese classes for students acuiring tender thinkings and expressing their attitudes frankly	A teaching practices of Japanese classes for students acuiring tender thinkings and expressing their attitudes frankly		2000	2000-01-01	Hyogo University of Teacher Education				20		1	12	0	0	0	2017-01-06
2564774674	24583			original article butyrate alleviates metabolic impairments and protects pancreatic β cell function in pregnant mice with obesity	Original Article Butyrate alleviates metabolic impairments and protects pancreatic β cell function in pregnant mice with obesity		2013	2013-01-01									37	0	0	2017-01-06
2564774679	24449		Patent	direct current power plant	Direct Current Power Plant		2016	2016-12-22									3	0	0	2017-01-06
2564774680	23074	10.1111/anae.13756	Journal	retention of laryngoscopy skills in novices	Retention of laryngoscopy skills in novices		2017	2017-01-01		7689096			72	1	124	124	5	0	0	2017-01-06
2564774681	24570			pengembangan panduan penelusuran peminatan di sma bagi siswa smp dengan media flipbook	Pengembangan Panduan Penelusuran Peminatan di SMA bagi Siswa SMP dengan Media Flipbook		2015	2015-06-24									0	0	0	2017-01-06
2564774685	21594	10.1109/ICCKE.2016.7802158	Conference	feature weighting for cancer tumor detection in mammography images using gravitational search algorithm	Feature weighting for cancer tumor detection in mammography images using gravitational search algorithm		2016	2016-10-01			2754505659		2016		313		21	0	0	2017-01-06
2564774692	23490			digital collections preservation and problems	Digital Collections: Preservation and Problems		2008	2008-02-28	Inflibnet center								0	1	1	2017-01-06
2564774697	24468	10.21697/zp.2013.13.3.05		zaburzenia osobowości i ich wpływ na ocenę poczytalności sprawcy przestępstwa	ZABURZENIA OSOBOWOŚCI I ICH WPŁYW NA OCENĘ POCZYTALNOŚCI SPRAWCY PRZESTĘPSTWA		2016	2016-12-12					13	3	107	126	0	0	0	2017-01-06
2564774698	24673			генетические маркеры метаболизма в оценке цитокинового статуса у больных с ожирением	Генетические маркеры метаболизма в оценке цитокинового статуса у больных с ожирением		2014	2014-01-01	ОАО «Издательство «Медицина»				35	5			0	0	0	2017-01-06
2564774703	27026			i e integracion de promotores rurales de salud1	I E INTEGRACIÓN DE PROMOTORES RURALES DE SALUD1		1991	1991-01-01									1	0	0	2017-01-06
2564774704	23504		Patent	verfahren zur herstellung von kupferphthalocyanin	VERFAHREN ZUR HERSTELLUNG VON KUPFERPHTHALOCYANIN		1971	1971-02-28									0	5	5	2017-01-06
2564774705	24954		Journal	going digital legal issues for electronic commerce multimedia and the internet book review	Going Digital: Legal Issues for Electronic Commerce, Multimedia and the Internet [Book Review]		1998	1998-12-01	University of New South Wales, Faculty of Law	2764971158			21	2	635		0	0	0	2017-01-06
2564774717	20738	10.1063/1.4972966	Journal	enhanced zero bias conductance peak and splitting at mesoscopic interfaces between an s wave superconductor and a 3d dirac semimetal	Enhanced zero-bias conductance peak and splitting at mesoscopic interfaces between an s-wave superconductor and a 3D Dirac semimetal		2016	2016-12-19	AIP Publishing LLC	105243760			109	25	252602		31	1	1	2017-01-06
2564774718	21300	10.1080/09720529.2016.1178933	Journal	decoupling relationship between industrial growth and carbon emissions in three northeastern provinces of china analysis based on stability and deviation	Decoupling relationship between industrial growth and carbon emissions in three northeastern provinces of China : Analysis based on stability and deviation		2017	2017-01-02	Taylor & Francis	2764892126			20	1	271	294	5	3	3	2017-01-06
2564774736	22274	10.1088/1361-6382/34/2/025002	Journal	discrepancy in parameter constraints for ltb models using bao and snia	Discrepancy in parameter constraints for LTB models using BAO and SNIa		2017	2017-01-19	IOP Publishing	171172751			34	2	025002		37	1	1	2017-01-06
2564774738	22556		Journal	implementing the professional standards for teaching mathematics	Implementing the "Professional Standards for Teaching Mathematics.".		1992	1992-01-01		2764739392			85	5			0	11	11	2017-01-06
2564774740	21151		Patent	three dimensional grid compression storage	THREE DIMENSIONAL GRID COMPRESSION STORAGE		2015	2015-04-09									6	0	0	2017-01-06
2564774749	25092			global potential for energy recovery from renewable resources	Global Potential for Energy Recovery from Renewable Resources		2008	2008-01-01									0	0	0	2017-01-06
2564774757	20885	10.1162/jocn_a_01089	Journal	parahippocampal and entorhinal resection extent predicts verbal memory decline in an epilepsy surgery cohort	Parahippocampal and entorhinal resection extent predicts verbal memory decline in an epilepsy surgery cohort		2017	2017-05-01	MIT PressOne Rogers Street, Cambridge, MA 02142-1209USAjournals-info@mit.edu	123144817			29	5	869	880	51	1	1	2017-01-06
2564774763	23494		Journal	aspirations achievements and challenges of european social economic models	Aspirations, Achievements and Challenges of European Social Economic Models		2016	2016-01-01	Ovidius University of Constantza, Faculty of Economic Sciences	2737023843				1	108	113	3	0	0	2017-01-06
2564774766	33780			pottery and porcelain a handbook for collectors 3 european porcelain	Pottery and Porcelain, A Handbook for Collectors, 3, European Porcelain		1925	1925-01-01	Ernest Benn, London								0	0	0	2017-01-06
2564774767	27026			光線路切替試験システム fitas の諸特性	光線路切替試験システム(FITAS)の諸特性		1991	1991-01-01					1991		56		0	0	0	2017-01-06
2564774775	25011			nuclear weapons engagement versus antagonism	Nuclear weapons: Engagement versus antagonism		2009	2009-04-14									0	0	0	2017-01-06
2564774783	21811	10.1093/neuonc/now250	Journal	impaired health related quality of life in meningioma patients a systematic review	Impaired health-related quality of life in meningioma patients-a systematic review.		2016	2016-01-10	Oxford University Press	106908163			18	7	897	907	59	3	3	2017-01-06
2564774788	24333	10.20966/chn.2016.50.369		przyczyny laryngologiczne bolow glowy ze szczegolnym uwzglednieniempopulacji dzieciecej	Przyczyny laryngologiczne bólów głowy ze szczególnym uwzględnieniempopulacji dziecięcej		2016	2016-01-01					25	50	89	93	0	0	0	2017-01-06
2564774792	21935	10.1016/j.cherd.2016.12.007	Journal	study on the transient response of water in oil droplet interface to electric field	Study on the transient response of water-in-oil droplet interface to electric field		2017	2017-01-02	Elsevier	166351637			118		71	80	37	1	1	2017-01-06
2564774794	20833	10.7861/clinmedicine.16-6-s71	Journal	update in diagnosis and management of interstitial lung disease	Update in diagnosis and management of interstitial lung disease		2016	2016-12-01	Royal College of Physicians	186589310			16	2	146	153	28	3	3	2017-01-06
2564774797	24468			醗酵黒はちみつ はちみつ醗酵物 摂取による便通改善効果 特集 創刊20周年記念 腸内フローラ研究の新潮流	醗酵黒はちみつ(はちみつ醗酵物)摂取による便通改善効果 (特集 創刊20周年記念 腸内フローラ研究の新潮流)		2016	2016-08-01	食品化学新聞社				20	8	59	62	0	0	0	2017-01-06
2564774799	29073	10.1002/srin.197102666		rontgenographisehe und metallographische untersuchungen an einem stahl unterschiedlicher korngrose unter wechselbelastung	Röntgenographisehe und metallographische Untersuchungen an einem Stahl unterschiedlicher Korngröße unter Wechselbelastung		1971	1971-01-11					42	11	785	794	0	0	0	2017-01-06
2564774802	23873			vom umgang mit krisen empirische befunde zum kollektivgut gesundheit bei kindern und jugendlichen	Vom Umgang mit Krisen: empirische Befunde zum Kollektivgut Gesundheit bei Kindern und Jugendlichen		2008	2008-01-01	Campus Verl.						2743	2755	0	1	1	2017-01-06
2564774816	24877			современное состояние проблемы интенсивных многофакторных воздействий в медицине труда	Современное состояние проблемы интенсивных многофакторных воздействий в медицине труда		2012	2012-01-01	Федеральное государственное бюджетное образовательное учреждение высшего образования «Рязанский государственный медицинский университет имени академика И.П. Павлова» Министерства здравоохранения Российской Федерации					4			0	0	0	2017-01-06
2564774828	23506		Journal	enterprise resource planning system selection criteria in indonesia	Enterprise Resource Planning System Selection Criteria in Indonesia		2014	2014-01-01		151139135			9	1	12	16	0	0	0	2017-01-06
2564774839	23586			solution algorithm of generalized eigen problem with non positive definite lumped mass matrix	Solution Algorithm of Generalized Eigen Problem with Non-positive Definite Lumped Mass Matrix		2000	2000-05-24	日本計算工学会				5	2	575	578	0	0	0	2017-01-06
2564774840	22921		Patent	kopfstutzenmontageaufbau fur einen fahrzeugsitz	Kopfstützenmontageaufbau für einen Fahrzeugsitz		2016	2016-10-27									1	0	0	2017-01-06
2564774843	28136			evaluation of the effect of hormonal substances on laboratory and natural populations of the meadow moth	Evaluation of the effect of hormonal substances on laboratory and natural populations of the meadow moth.		1980	1980-01-01	All-Union Lenin Academy of Agricultural Sciences						119	132	0	0	0	2017-01-06
2564774846	23351	10.1109/DCC.2016.119	Conference	grammatical ziv lempel compression achieving ppm class text compression ratios with lz class decompression speed	Grammatical Ziv-Lempel Compression: Achieving PPM-Class Text Compression Ratios with LZ-Class Decompression Speed	DCC	2016	2016-03-01			1185773761	654920117			586	586	0	0	0	2017-01-06
2564774848	26105		Patent	verfahren zur benutzung von mit einem anzeigegerat verbundenen tasten fur den zugriff und die ausfuhrung von damit verbundenen funktionen	VERFAHREN ZUR BENUTZUNG VON MIT EINEM ANZEIGEGERÄT VERBUNDENEN TASTEN FÜR DEN ZUGRIFF UND DIE AUSFÜHRUNG VON DAMIT VERBUNDENEN FUNKTIONEN		2000	2000-03-28									0	0	0	2017-01-06
2564774852	24029		Patent	route guidance system route guidance method and mobile device	ROUTE GUIDANCE SYSTEM, ROUTE GUIDANCE METHOD, AND MOBILE DEVICE		2016	2016-12-08									0	0	0	2017-01-06
2564774855	26621		Patent	verfahren zur herstellung von cypermethrin isomeren process for the preparation of cypermethrin isomers	Verfahren zur herstellung von cypermethrin-isomeren. Process for the preparation of cypermethrin isomers.		1990	1990-01-17									0	0	0	2017-01-06
2564774859	24775		Patent	device and method for providing information indicative of a stress situation in a human	Device and method for providing information indicative of a stress situation in a human		2013	2013-07-22									0	0	0	2017-01-06
2564774864	23580		Journal	universal dutch guideline on venous disease	[Universal Dutch guideline on 'Venous disease'].		2014	2014-01-01	Ned Tijdschr Geneeskd	87982657			158				0	0	0	2017-01-06
2564774872	22440			development and evaluation of a novel insulin analogue	Development and evaluation of a novel insulin analogue		2015	2015-02-01									141	0	0	2017-01-06
2564774875	23756		Patent	self interference channel estimation method and device	Self-interference channel estimation method and device		2016	2016-09-28									11	0	0	2017-01-06
2564774879	23409	10.7150/ijms.17329	Journal	association of far infrared radiation therapy and ankle brachial index of patients on hemodialysis with peripheral artery occlusive disease	Association of Far-Infrared Radiation Therapy and Ankle-Brachial Index of Patients on Hemodialysis with Peripheral Artery Occlusive Disease.		2016	2016-01-01	Int J Med Sci	46225466			13	12	970	976	25	0	0	2017-01-06
2564774880	22662	10.5209/ASHF.53694	Journal	morris m el tractatus de wittgenstein guia de la lectura editorial catedra teorema madrid 2015	Morris, M., "El Tractatus de Wittgenstein: Guía de la lectura". Editorial Cátedra Teorema, Madrid, 2015.		2016	2016-12-13		1026551105			33	2	725	728	0	0	0	2017-01-06
2564774881	24269			mucolipidose ii e iii no brasil revisao de 22 casos diagnosticados por um centro de referencia	Mucolipidose II e III no Brasil : revisão de 22 casos diagnosticados por um centro de referência		2008	2008-01-01									0	0	0	2017-01-06
2564774887	24454			research guides the dakota access pipeline native american perspectives cartoons by ricardo cate	Research Guides: The Dakota Access Pipeline: Native American Perspectives: Cartoons by Ricardo Cate		2016	2016-08-31									0	0	0	2017-01-06
2564774888	24808		Journal	putting your savings into a 529 college plan	Putting your savings into a 529 college plan		2008	2008-08-15	Advanstar Communications Inc	2756050839							0	0	0	2017-01-06
2564774896	21725			fiu libraries zika virus international resources	FIU Libraries: Zika Virus: International Resources		2016	2016-06-02									0	0	0	2017-01-06
2564774897	23758			the effect of transnational farmland investments on the ghanaian economy	The Effect of Transnational Farmland Investments on the Ghanaian Economy		2016	2016-01-01									0	0	0	2017-01-06
2564774905	24016			data based parameter estimation method for circular scanning sar imaging	Data-based Parameter Estimation Method for Circular-scanning SAR Imaging		2013	2013-01-01									5	0	0	2017-01-06
2564774923	22331			a study of some punctuation errors found in the taisho and cbeta diamond sutra based on sanskrit chinese comparative studies	A Study of Some Punctuation Errors Found in the Taisho and CBETA Diamond Sutra Based on Sanskrit-Chinese Comparative Studies		2011	2011-01-01									6	1	1	2017-01-06
2564774935	24468			mis peliculas juridicas favoritas 1	Mis películas jurídicas favoritas (1)		2016	2016-01-01	Blur Ediciones					182	72	73	0	0	0	2017-01-06
2564774939	21538	10.1109/UKSim.2016.16	Conference	accessibility of norwegian municipalities websites an interactive learning environment experimental investigation	Accessibility of Norwegian Municipalities Websites: An Interactive Learning Environment Experimental Investigation	UKSim	2016	2016-04-01			2755223497				209	214	5	1	1	2017-01-06
2564774941	32348	10.1002/srin.193900811		einflus des gluhens auf die harte von ledeburitischen chromstahlen	Einfluß des Glühens auf die Härte von ledeburitischen Chromstählen		1939	1939-01-01					12	7	341	344	0	0	0	2017-01-06
2564774942	25696			한국 문화산업의 국제 경쟁력 분석 미국 영국 프랑스 일본 중국	한국 문화산업의 국제 경쟁력 분석: 미국, 영국, 프랑스, 일본, 중국,...		2004	2004-01-15	한국콘텐츠진흥원						1	2	0	0	0	2017-01-06
2564774945	24877			driver assistant system using visible light communications road to vehicle visible light communications using led array and on vehicle high speed camera	Driver Assistant System using Visible Light Communications -- Road-to-Vehicle Visible Light Communications using LED Array and On-Vehicle High-Speed Camera		2012	2012-07-18	IEICE				112	147	25	30	0	0	0	2017-01-06
2564774959	24570	10.16981/kliss.46.4.201512.471		a study of the influence of medium richness and learner s experience with various mediums on the usefulness of mediums and learning commitment in integrated media korean classical education	A Study of the Influence of Medium Richness and Learner’s Experience with Various Mediums on the Usefulness of Mediums and Learning Commitment in Integrated Media Korean Classical Education		2015	2015-01-12					46	4	471	491	5	0	0	2017-01-06
2564774966	25004			infantile fibromatosis of the mandible	Infantile fibromatosis of the mandible.		2001	2001-01-01	Japanese Society for Oral and Maxillofacial Radiology				41	1	45	51	0	0	0	2017-01-06
2564774985	24877			19aaj 6 velocity map imaging photoelectron spectroscopy of xenon dusters using extreme ultraviolet free electron laser pulse	19aAJ-6 Velocity map imaging photoelectron spectroscopy of Xenon dusters using extreme ultraviolet free electron laser pulse		2012	2012-08-24	The Physical Society of Japan (JPS)				67	2	138		0	0	0	2017-01-06
2564774987	24775			musicians demands for acoustic comfort on concert hall and theatre stages	Musicians' demands for acoustic comfort on concert hall and theatre stages		2013	2013-07-01									0	0	0	2017-01-06
2564774995	26599	10.1080/10610014.1995.11502114	Journal	on the entry into effect of the law of the russian federation on the protection of the rights of consumers	On the Entry into Effect of the Law of the Russian Federation “On the Protection of the Rights of Consumers”		1995	1995-01-05		25648130			31	3	31	32	0	0	0	2017-01-06
2564775002	22034	10.1016/j.proeng.2016.11.791	Journal	underground pedestrian network for urban commercial development in tsim sha tsui of hong kong	Underground Pedestrian Network for Urban Commercial Development in Tsim Sha Tsui of Hong Kong		2016	2016-01-01	Elsevier	45645249			165		193	204	1	0	0	2017-01-06
2564775007	23960	10.1093/acprof:oso/9780198787495.003.0011	BookChapter	ocean history and climate evolution	Ocean History and Climate Evolution	Marine Geochemistry: Ocean Circulation, Carbon Cycle and Climate Change	2016	2016-09-08	Oxford University Press						331	362	0	0	0	2017-01-06
